PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,First Name,Last Name,CabinDeck,CabinNum,CabinSide,GroupId,IdInGroup,TotalSpendings
0017_01,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Lyde,Brighttt,G,0,P,0017,01,0.0
0017_02,Earth,False,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,False,Philda,Brighttt,F,6,P,0017,02,1092.0
0020_01,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,Almary,Brantuarez,E,0,S,0020,01,0.0
0020_02,Earth,True,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,False,Glendy,Brantuarez,E,0,S,0020,02,0.0
0020_03,Earth,True,55 Cancri e,29.0,False,0.0,0.0,,0.0,0.0,False,Mollen,Mcfaddennon,E,0,S,0020,03,0.0
0020_04,Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,True,Breney,Jacostanley,E,0,S,0020,04,0.0
0020_05,Earth,True,PSO J318.5-22,1.0,False,,0.0,0.0,0.0,0.0,False,Mael,Brantuarez,E,0,S,0020,05,0.0
0020_06,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False,Terta,Mcfaddennon,E,0,S,0020,06,0.0
0022_01,Mars,False,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,False,,,D,0,P,0022,01,1051.0
0024_01,Europa,True,TRAPPIST-1e,62.0,False,0.0,0.0,,0.0,0.0,True,Penton,Fullided,C,2,S,0024,01,0.0
0025_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,False,Karard,Brookenson,F,6,S,0025,01,1223.0
0026_01,Europa,False,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,False,Anyoni,Unconary,C,0,P,0026,01,7861.0
0028_01,Mars,False,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,False,Ceros,Mare,F,8,P,0028,01,1309.0
0030_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,False,Ginia,Morsentley,G,4,S,0030,01,1821.0
0031_01,Mars,False,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,True,Coobix,Datie,F,9,P,0031,01,2854.0
0031_02,Mars,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,Cinets,Datie,F,9,P,0031,02,0.0
0031_03,Mars,False,TRAPPIST-1e,20.0,False,,0.0,1750.0,990.0,0.0,True,Dontch,Datie,F,9,P,0031,03,2740.0
0034_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,Ziba,Oingwhedly,D,1,S,0034,01,0.0
0035_01,Mars,False,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,False,Luse,Butte,D,1,P,0035,01,2699.0
0036_01,Earth,False,55 Cancri e,15.0,,0.0,492.0,48.0,20.0,401.0,False,Marina,Leodger,F,8,S,0036,01,961.0
0038_01,Earth,False,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,False,Loise,Wheelez,F,10,S,0038,01,3355.0
0039_01,Earth,True,55 Cancri e,30.0,False,0.0,0.0,,0.0,0.0,False,Jorgie,Batthewitt,G,1,P,0039,01,0.0
0041_01,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,Margia,Moodsey,G,2,P,0041,01,0.0
0043_01,Europa,False,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,False,Ankalik,Cylistrand,B,3,P,0043,01,3575.0
0044_01,Earth,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,False,Jodye,Coopelandez,G,3,P,0044,01,0.0
0044_02,Earth,True,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,Kayne,Coopelandez,G,3,P,0044,02,0.0
0044_03,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,True,Cassa,Coopelandez,G,3,P,0044,03,0.0
0045_01,Mars,False,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,False,Zelowl,Chmad,F,10,P,0045,01,1214.0
0045_02,Mars,True,,19.0,False,0.0,0.0,0.0,0.0,0.0,True,Mass,Chmad,F,10,P,0045,02,0.0
0050_01,Earth,False,55 Cancri e,35.0,False,790.0,0.0,0.0,,0.0,False,Sony,Lancis,E,1,S,0050,01,790.0
0051_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,False,Vivia,Johnshines,E,2,S,0051,01,1618.0
0052_01,Earth,False,TRAPPIST-1e,,False,4.0,0.0,2.0,4683.0,0.0,False,Elaney,Hubbarton,G,6,S,0052,01,4689.0
0053_01,Earth,False,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,True,Elson,Hickerson,F,11,S,0053,01,1939.0
0056_01,Europa,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,Okulas,Tractive,A,1,S,0056,01,0.0
0056_02,Europa,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,Instab,Tractive,A,1,S,0056,02,0.0
0056_03,Europa,False,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,True,Zinoces,Tractive,A,1,S,0056,03,4547.0
0058_01,Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,False,Warry,Ayalazquez,G,7,S,0058,01,0.0
0061_01,Earth,False,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,False,Shanya,Salez,F,12,S,0061,01,2667.0
0062_01,Earth,False,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,False,Sterry,Greeves,F,13,S,0062,01,634.0
0064_01,Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,,,F,14,S,0064,01,0.0
0064_02,,True,TRAPPIST-1e,33.0,False,0.0,0.0,,0.0,0.0,True,Colatz,Keen,E,3,S,0064,02,0.0
0066_01,Earth,False,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,False,Diandy,Pecketton,G,6,P,0066,01,811.0
0067_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Ninaha,Leeves,G,10,S,0067,01,0.0
0067_02,Earth,False,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,True,Celine,Leeves,G,10,S,0067,02,705.0
0067_03,Earth,False,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,False,Velyne,Leeves,F,15,S,0067,03,2007.0
0068_01,Mars,False,TRAPPIST-1e,,False,793.0,0.0,2.0,253.0,0.0,False,Cinst,Binie,E,4,S,0068,01,1048.0
0069_01,Earth,False,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,True,,,F,16,S,0069,01,902.0
0070_01,Earth,False,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,False,Meremy,Brighttt,F,13,P,0070,01,922.0
0071_01,Earth,False,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,False,Nelly,Dillines,F,14,P,0071,01,2233.0
0072_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,False,Thell,Brantuarez,F,17,S,0072,01,1064.0
0073_01,Mars,False,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,False,Gorn,Make,D,3,P,0073,01,879.0
0074_01,Europa,False,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,True,Aldibah,Mostedry,C,3,S,0074,01,8904.0
0076_01,Mars,False,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,True,Conk,Dal,F,18,S,0076,01,1165.0
0077_01,Mars,False,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,True,Pon,Blité,F,15,P,0077,01,1309.0
0078_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,False,Spuri,Pokerheed,C,4,S,0078,01,15815.0
0081_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,False,Dellie,Vinozarks,G,13,S,0081,01,0.0
0082_01,Mars,False,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,False,Totse,Datte,F,16,P,0082,01,7406.0
0082_02,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,Eaturs,Datte,F,16,P,0082,02,0.0
0082_03,Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,,,F,16,P,0082,03,0.0
0084_01,Earth,False,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,True,Coren,Coopezmaney,G,14,S,0084,01,705.0
0085_01,Europa,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,Furudah,Ellcefulve,C,5,S,0085,01,0.0
0086_01,Earth,False,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,False,Jodye,Kinson,F,17,P,0086,01,1362.0
0088_01,Mars,True,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,True,Stmeal,Sacre,E,5,S,0088,01,0.0
0090_01,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,Heremy,Santry,G,15,S,0090,01,0.0
0091_01,Earth,True,TRAPPIST-1e,26.0,False,,0.0,0.0,0.0,0.0,True,Deanne,Yorkland,G,16,S,0091,01,0.0
0091_02,Earth,False,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,False,Tinez,Yorkland,F,20,S,0091,02,917.0
0092_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,False,Gracy,Dunnisey,G,9,P,0092,01,705.0
0092_02,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,,0.0,0.0,True,Stald,Hewson,G,9,P,0092,02,0.0
0092_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,Tiney,Hewson,G,9,P,0092,03,0.0
0097_01,Europa,False,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,False,Alchium,Fictful,A,2,S,0097,01,1848.0
0098_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,False,Doria,Carezquez,G,11,P,0098,01,893.0
0098_02,Earth,False,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,True,Leence,Carezquez,G,11,P,0098,02,3855.0
0099_01,Earth,False,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,False,Aliey,Leetersoney,F,19,P,0099,01,1301.0
0099_02,Earth,,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,Thewis,Connelson,G,12,P,0099,02,0.0
0101_01,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,Book,Trad,,,,0101,01,0.0
0102_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,False,Ritany,Holson,F,23,S,0102,01,921.0
0103_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,,0.0,0.0,17.0,True,Arlen,Mclainez,F,24,S,0103,01,17.0
0103_02,Earth,True,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,True,Shaele,Mclainez,G,18,S,0103,02,0.0
0103_03,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,Fanne,Mclainez,G,18,S,0103,03,0.0
0105_01,Earth,,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,False,Carry,Cleachrand,F,21,P,0105,01,703.0
0107_01,Mars,False,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,False,Coobix,Hart,D,2,S,0107,01,1765.0
0108_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,Natald,Handertiz,G,19,S,0108,01,0.0
0108_02,Earth,False,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,False,,,G,19,S,0108,02,888.0
0108_03,Earth,False,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,True,Oline,Handertiz,G,19,S,0108,03,0.0
0110_01,Europa,False,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,False,Graviph,Aloubtled,,,,0110,01,5109.0
0110_02,Europa,,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,False,Aldeba,Bootious,B,5,P,0110,02,2018.0
0110_03,Europa,False,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,True,Alaratz,Aloubtled,B,5,P,0110,03,15940.0
0110_04,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,Izark,Aloubtled,B,5,P,0110,04,0.0
0111_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,Aldera,Supred,E,6,S,0111,01,0.0
0112_01,Europa,False,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,True,Moth,Cowtale,B,1,S,0112,01,2654.0
0113_01,Earth,False,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,True,Idary,Carvis,F,23,P,0113,01,804.0
0114_01,Earth,False,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,False,Maura,Beckerson,G,20,S,0114,01,907.0
0115_01,Mars,,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,,True,Rohs,Pead,F,24,P,0115,01,0.0
0116_01,Europa,False,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,True,Alhenah,Suptive,D,4,P,0116,01,2640.0
0119_01,,False,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,False,Batan,Coning,A,0,P,0119,01,9307.0
0119_02,Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,Kleeiak,Coning,A,0,P,0119,02,0.0
0120_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,,True,Bees,Sacre,F,25,P,0120,01,0.0
0122_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,False,Shelle,Hayder,G,21,S,0122,01,773.0
0123_01,Earth,False,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,False,Iree,Fielson,F,27,P,0123,01,702.0
0126_01,Mars,True,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,True,Milly,Mish,F,27,S,0126,01,0.0
0127_01,Mars,False,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,False,Miloss,Mesty,E,7,S,0127,01,1022.0
0128_01,Mars,False,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,False,Grohs,Fles,D,3,S,0128,01,3014.0
0128_02,Mars,False,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,False,Barave,Fles,E,8,S,0128,02,2109.0
0129_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,,0.0,0.0,True,Race,Fowles,G,22,S,0129,01,0.0
0133_01,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,Flynx,Blie,F,29,S,0133,01,0.0
0133_02,Mars,False,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,False,Egrasp,Blie,D,5,S,0133,02,2738.0
0134_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,True,Camina,Harmontry,G,17,P,0134,01,744.0
0136_01,Earth,False,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,False,,,G,23,S,0136,01,721.0
0138_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,Fayene,Gambs,G,18,P,0138,01,0.0
0138_02,Earth,False,,34.0,False,0.0,22.0,0.0,564.0,207.0,False,Monah,Gambs,E,5,P,0138,02,793.0
0139_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,Charda,Myling,C,6,S,0139,01,0.0
0140_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,Evaley,Mejiaddox,G,19,P,0140,01,0.0
0140_02,Earth,False,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,False,Verney,Whitakers,F,29,P,0140,02,902.0
0141_01,Mars,False,TRAPPIST-1e,31.0,False,,0.0,97.0,0.0,0.0,False,Pyrohs,Harte,F,30,P,0141,01,97.0
0144_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,True,Guadae,Dayers,F,31,S,0144,01,630.0
0146_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,False,Verly,Wolferguson,G,25,S,0146,01,0.0
0147_01,Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,Samie,Hubbarrison,G,26,S,0147,01,0.0
0148_01,Mars,False,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,False,Corsh,Pashe,F,31,P,0148,01,1158.0
0149_01,Earth,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,True,Billya,Hubbarrison,G,27,S,0149,01,0.0
0151_01,Earth,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,False,Shanie,Simson,G,20,P,0151,01,0.0
0152_01,Earth,False,,41.0,False,0.0,0.0,0.0,0.0,607.0,False,Andan,Estron,F,32,P,0152,01,607.0
0160_01,Earth,False,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,False,Gory,Atkinney,G,22,P,0160,01,4180.0
0163_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,Kabiton,Hetforhaft,B,8,P,0163,01,0.0
0163_02,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,Scharab,Hetforhaft,B,8,P,0163,02,0.0
0164_01,Earth,False,TRAPPIST-1e,57.0,False,50.0,1688.0,0.0,,135.0,True,Fany,Hutchinton,G,28,S,0164,01,1873.0
0164_02,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,False,Ianya,Hutchinton,G,28,S,0164,02,0.0
0165_01,Mars,True,TRAPPIST-1e,35.0,,0.0,0.0,0.0,0.0,0.0,True,Graven,Anche,F,37,P,0165,01,0.0
0167_01,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,Miten,Floaf,F,35,S,0167,01,0.0
0167_02,Mars,False,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,False,Rios,Floaf,F,35,S,0167,02,1572.0
0169_01,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,Wandy,Fisherry,G,23,P,0169,01,0.0
0170_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,221.0,567.0,False,Mollie,Mcmahoney,E,10,S,0170,01,788.0
0171_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,True,Coracy,Gordanieves,G,30,S,0171,01,0.0
0172_01,Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,Hanna,Johnshines,G,24,P,0172,01,0.0
0173_01,Earth,,TRAPPIST-1e,58.0,False,0.0,985.0,0.0,5.0,0.0,True,Hilip,Grifford,E,11,S,0173,01,990.0
0174_01,Earth,False,55 Cancri e,21.0,False,287.0,0.0,16.0,115.0,175.0,False,Doryn,Lambles,F,38,P,0174,01,593.0
0177_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,False,Toperon,Iniouser,B,2,S,0177,01,27428.0
0178_01,Mars,False,TRAPPIST-1e,38.0,False,3414.0,0.0,161.0,28.0,119.0,False,Wees,Knik,D,6,S,0178,01,3722.0
0179_01,Earth,False,TRAPPIST-1e,19.0,False,1.0,219.0,673.0,2.0,11.0,True,Elaney,Webstephrey,G,26,P,0179,01,906.0
0179_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,Raque,Webstephrey,G,26,P,0179,02,0.0
0179_03,Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,Sallyl,Webstephrey,G,26,P,0179,03,0.0
0181_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,3.0,299.0,92.0,False,Nancis,Brighttt,G,27,P,0181,01,394.0
0182_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,Ksorab,Disight,C,3,P,0182,01,0.0
0183_01,Earth,False,TRAPPIST-1e,37.0,False,17.0,146.0,426.0,0.0,232.0,True,Stany,Weaves,F,36,S,0183,01,821.0
0186_01,Earth,False,TRAPPIST-1e,25.0,False,62.0,0.0,0.0,0.0,956.0,False,Camiet,Shephendry,G,28,P,0186,01,1018.0
0188_01,Earth,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,True,Branda,Romez,G,31,S,0188,01,0.0
0189_01,Earth,False,55 Cancri e,49.0,False,84.0,3.0,401.0,202.0,98.0,False,Helly,Booters,E,8,P,0189,01,788.0
0190_01,Earth,True,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,,,G,32,S,0190,01,0.0
0192_01,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,Tance,Adavisons,G,29,P,0192,01,0.0
0192_02,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,Robyny,Adavisons,G,29,P,0192,02,0.0
0192_03,Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,10.0,898.0,0.0,False,Lilace,Adavisons,G,29,P,0192,03,908.0
0193_01,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,Sps,Raf,F,41,P,0193,01,0.0
0193_02,Mars,False,TRAPPIST-1e,23.0,False,,0.0,8.0,1072.0,0.0,False,Frook,Raf,F,41,P,0193,02,1080.0
0193_03,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Goles,Raf,F,41,P,0193,03,0.0
0195_01,Mars,False,TRAPPIST-1e,39.0,False,406.0,0.0,867.0,0.0,0.0,True,Bar,Floaf,F,42,P,0195,01,1273.0
0196_01,Mars,False,PSO J318.5-22,25.0,False,1052.0,0.0,719.0,0.0,7.0,False,Caper,Emead,D,5,P,0196,01,1778.0
0197_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,972.0,0.0,795.0,575.0,False,Astrak,Dissper,C,5,P,0197,01,2342.0
0198_01,Earth,,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,True,Jeroy,Cookson,G,30,P,0198,01,0.0
0199_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,Regana,Morrows,G,33,S,0199,01,0.0
0200_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,Elia,Colomonson,G,31,P,0200,01,0.0
0201_01,Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,Kaffias,Bacistion,B,3,S,0201,01,0.0
0201_02,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,Edaruma,Bacistion,B,3,S,0201,02,0.0
0202_01,Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,Pomera,Embleng,B,9,P,0202,01,0.0
0202_02,Europa,False,55 Cancri e,,False,0.0,2433.0,,878.0,443.0,True,Vegas,Embleng,A,2,P,0202,02,3754.0
0203_01,Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,Ancham,Heateele,C,8,S,0203,01,0.0
0205_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,2.0,66.0,0.0,705.0,False,Carma,Oneiles,G,34,S,0205,01,773.0
0206_01,Europa,False,55 Cancri e,,False,2.0,1720.0,12.0,1125.0,122.0,True,Nuson,Brugashed,C,9,S,0206,01,2981.0
